ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,Description
Buenos Aires1807,Argentina,-34.6036844,-58.3815591,172,Buenos Aires,1807,"['Napoleonic', 'British', 'French']",Napoleonic Wars (4th Coalition),"Spain, France",United Kingdom,,,2.0,Land ,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p50",,,"The Battle of Buenos Aires was a military confrontation that occurred on March 18, 1933, during the Colombia–Peru War where a group of soldiers from the Colombian Army and Air Force attacked the Peruvian post of Buenos Aires, located in the Amazon Trapeze, today part of the Colombian Department of Amazonas. The event occurred a month after the Battle of Tarapacá."
Buenza1813,Spain,42.7795688,-1.4524415,172,Buenza,1813,"['Lizasso', 'French']",Napoleonic Wars (Peninsula Campaign),France,United Kingdom,,,,Land,,No,,,,No description available
Buerat1943,Libya,31.3980071,15.7113933,172,Buerat,1943,"['Northern Africa', 'British', 'Libya', 'Buerta', 'British', 'Axis', 'Tripoli', 'Tunisia']",['World War II'],United Kingdom,"Germany, Italy",,,,Land,,No,,,,No description available
Buesaco1839,Colombia,1.384512,-77.155676,172,Buesaco,1839,"['Colombian', 'Colombia', 'Pasto', 'Buesaco']",Colombian Civil Wars,Colombian Government,Colombian Rebels,,,,Land,,No,,,,No description available
Buesaco1851,Colombia,1.384512,-77.155676,172,Buesaco,1851,"['Colombian', 'Colombia']",Colombian Civil Wars,Colombian Government,Colombian Conservative Rebels,,,,Land,,No,,,,No description available
Buffalo1813,United States,42.8864468,-78.8783689,173,Buffalo,1813,"['British', 'Indians', 'American', 'Buffalo', 'British', 'Buffalo']",War of 1812,United States,"United Kingdom, Indian Allies",,,1.0,Land,,No,,1,,"The Battle of Buffalo (also known as the Battle of Black Rock) took place during the War of 1812 on December 30, 1813, in the State of New York, near the Niagara River. The British forces drove off the American defenders and destroyed many buildings and ships. The operation was retaliation for American troops burning the Canadian village of Newark (present day Niagara-on-the-Lake)."
Buffalo Wallow1874,United States,34.7728778,-94.9192665,173,Buffalo Wallow,1874,"['Lymans', 'Oklahoma', 'Kiowa', 'Washita', 'Indians']",Red River Indian Wars,United States,Kiowa Indians,,,1.0,Land,,No,,1,1.0,"William Dixon (September 25, 1850 – March 9, 1913) was an American scout and bison hunter active in the Texas Panhandle. He helped found Adobe Walls, fired a buffalo rifle shot at the Second Battle of Adobe Walls, and for his actions at the Buffalo Wallow Fight became one of eight civilians to be awarded the U.S. Medal of Honor."
Buffington Island1863,United States,38.9901377,-81.780258,173,Buffington Island,1863,"['Buffington Island', 'Kentucky', 'Ohio', 'Ohio', 'West Virginia', 'Portland', 'Buffington Island']",American Civil War,United States,Confederate States of America,,,,Land,,No,,,,"The Battle of Buffington Island, also known as the St. Georges Creek Skirmish, was an American Civil War engagement in Meigs County, Ohio, and Jackson County, West Virginia, on July 19, 1863, during Morgan's Raid. The largest battle in Ohio during the war, Buffington Island contributed to the capture of the Confederate Brig. Gen. John Hunt Morgan, who was fleeing U.S. Army soldiers across the Ohio River at a ford opposite Buffington Island."
Bug1018,Ukraine,51.2512435,20.8484887,173,Bug,1018,"['Russian', 'Liubech', 'Russian', 'Polish', 'Lvov']",Russian Dynastic Wars,"Prince Sviatopolk, Poland",Prince Yaroslav,,,,Land,,No,,,,No description available
Buin1839,Chile,-33.7296357,-70.7637728,"Showalter, p624",Buin,1839,,Chilean War of the Confederation,Draw,,Peru-Bolivian Confederation,Chile,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p624",,,"The Battle of Buin was fought on January 6, 1839, during the Chilean second expedition of the War of the Confederation. The Restoring Army rearguard led by General Manuel Bulnes successfully held the bridge over the Buin River in the North Peruvian territory from the attack of the Confederacy Army commanded by Marshal Andres de Santa Cruz, yet retreated to San Miguel leaving the field before Santa Cruz could engage him again."
Bukairiya1904,Saudi Arabia,26.1616245,43.6567219,173,Bukairiya,1904,"['Saudi', 'Unayzah', 'Turkish', 'Riyadh', 'Turks']",Saudi-Rashidi Wars,Saudis,"Ottoman Empire, Rashidis",,,,Land,,No,,,,"Battle of al-Bukayriyya was a major battle of the 1903–1907 Saudi–Rashidi War, during the Unification of Saudi Arabia campaign, between Rashidi and Saudi rebels. It occurred in July 1904 at the town of Bekeriyah in Qassim region. After Ibn Saud's victory in the Battle of Dilam, he tried to expand his power by capturing Qassim, weakening his Rashidi enemies and their Ottoman allies. The battle ended in a Saudi victory with heavy casualties on both sides."
Bukittingi1958,Indonesia,-0.3039178,100.383479,173,Bukittingi,1958,"['Indonesian', 'Javanese', 'Indonesian', 'Sumatra', 'Sjafruddin Prawiranegara', 'Padang', 'Bukittingi', 'Manado', 'Sulawesi']",Indonesian Civil Wars,Indonesian Government,Sumatran Rebels,,,,Land and Sea,,No,,,,No description available
Bulair1913,Turkey,40.515738,26.755325,"Showalter, p749",Bulair,1913,,1st Balkan War,Bulgaria,Ottoman Empire,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p749",,,"The Battle of Bulair (Bulgarian: Битка при Булаир, Turkish: Bolayır Muharebesi) took place on 8 February 1913 (O.S. 26 January 1913) between the Bulgarian Seventh Rila Infantry Division under General Georgi Todorov and the Ottoman 27th Infantry Division. The result was a Bulgarian victory. Lack of communication between the Ottoman Vanguard and their landing force and stubbornness of Enver Pasha against the combined criticism from officers Ali Fethi and Mustafa Kemal against his plans costed the Ottoman 27th Brigade their full offensive capabilities. As a result, Ottoman Army could not conduct any further large-scale offensives to relieve the Siege of Edirne."
Bulandshahr1857,India,28.406963,77.8498292,173,Bulandshahr,1857,"['Indian', 'Delhi', 'Bulandshahr']",Indian Mutiny,United Kingdom,Indian Rebels,,,,Land,,No,,,,No description available
Bulgneville1431,France,48.209679,5.8359,174,Bulgneville,1431,"['Bulgneville', 'Phillip of Burgundy', 'Naples']",['Hundred Years War'],Rene of Anjou,Antoine de Vaudement,,,,Land,,No,,,,"The Battle of Bulgnéville was fought on 2 July 1431.  The battle was fought between two cousins, René I d'Anjou and Antoine de Vaudémont, over partition of the Duchy of Lorraine after the death of Duke Charles II. Although René was defeated and captured, the result was reversed by diplomatic means in the years following."
Bull Run533,United States,38.7672312,-77.5350204,174,Bull Run,1861,"['Manassas', 'Washington', 'D.C.']",American Civil War,Confederate States of America,United States,,,3.0,Land,,No,"Encyclopedia of Battles, Eggenberger, p64-65",,,Battle of Bull Run (used by the Union) or the Battle of Manassas (used by the Confederacy) may refer to two conflicts during the American Civil War:
Bull Run1862,United States,38.7672312,-77.5350204,174,Bull Run,1862,['American'],American Civil War,Confederate States of America,United States,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, p675-676",,,Battle of Bull Run (used by the Union) or the Battle of Manassas (used by the Confederacy) may refer to two conflicts during the American Civil War:
Bulls Gap1864,United States,36.263267,-83.0944414,174,Bulls Gap,1864,"['Tennessee', 'Morristown', 'Virginia']",American Civil War,Confederate States of America,United States,,,,Land,,No,,,,"The Battle of Bulls Gap took place during the American Civil War from November 11 to November 13, 1864, in Hamblen County and Greene County, Tennessee."
Buna1942-1943,Papua New Guinea,-8.6752537,148.4130557,174,Buna,1942-1943,"['Japanese', 'Papua', 'Australian', 'American', 'Buna']",['World War II'],"Australia, United States",Japan,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p507",1,,"The battle of Buna–Gona was part of the New Guinea campaign in the Pacific theatre during World War II. It followed the conclusion of the Kokoda Track campaign and lasted from 16 November 1942 until 22 January 1943. The battle was fought by Australian and United States forces against the Japanese beachheads at Buna, Sanananda and Gona. From these, the Japanese had launched an overland attack on Port Moresby. In light of developments in the Solomon Islands campaign, Japanese forces approaching Port Moresby were ordered to withdraw to and secure these bases on the northern coast. Australian forces maintained contact as the Japanese conducted a well-ordered rearguard action. The Allied objective was to eject the Japanese forces from these positions and deny them their further use. The Japanese forces were skillful, well prepared and resolute in their defence. They had developed a strong network of well-concealed defences."
Bundelkhand800,India,25.4530313,78.609827,174,Bundelkhand,800,"['Bundelkhand', 'Indian', 'Rashtrakuta', 'India', 'Nagabhata', 'Pratihara', 'Bundelkhand']",Later Indian Dynastic Wars,Rasthrakuta,Pratihara,,,,Land,,No,,,,"The Battle of Jaitpur was fought between the Maratha Confederacy under Peshwa Baji Rao I, on behalf of Chhatrasal Bundela, the ruler of Bundelkhand; and the Mughal Empire under Muhammad Khan Bangash in March 1729. Bangash attacked the state of Bundelkhand in December 1728. Being too old to fight, as well as heavily outnumbered, Chhatrasal appealed to Baji Rao for assistance - under whose leadership the Maratha with 25,000 horsemen with the bundela troops defeated the Muhammad khan bangash."
Bunker Hill1775,United States,42.3763541,-71.0629651,175,Bunker Hill,1775,"['American', 'Boston', 'Boston', 'British', 'British']",['y War of the American           '],United Kingdom,United States,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p450",,,"The Battle of Bunker Hill was fought on June 17, 1775, during the Siege of Boston in the first stage of the American Revolutionary War. The battle is named after Bunker Hill in Charlestown, Massachusetts, which was peripherally involved. It was the original objective of both the colonial and British troops, though the majority of combat took place on the adjacent hill which became known as Breed's Hill."
Burdwan1747,India,23.2324214,87.8614793,175,Burdwan,1747,"['Burdwan', 'Calcutta', 'Burdwan']",Mughal-Maratha War,Mughal Empire,Marathas,,,,Land,,No,,,,"The Battle of Burdwan occurred between the Bengal Subah and the Maratha Confederacy in 1747. After the dismissal of Mir Jafar by Alivardi Khan, an army was amassed to defend against the invading Maratha forces of Janoji Bhonsle at Orissa. Alivardi Khan managed to heavily repulse and defeat the Marathas in this battle."
Burford752,United Kingdom,51.807083,-1.63679,175,Burford,752,"['Burford', 'Oxfordshire', 'Proud']",Anglo-Saxon Territorial Wars,Wessex,Mercia,,,,Land,,No,,,,No description available
Burgidiah1858,India,23.221828,86.6295748,175,Burgidiah,1858,"['Indian', 'British', 'Napara']",Indian Mutiny,United Kingdom,Indian Rebels,,,,Land,,No,,,,No description available
Burgos1589,Spain,42.3439925,-3.696906,175,Burgos,1589,"['Anglo', 'Spanish', 'English', 'Spain', 'Burgos', 'Portugal']",Anglo-Spanish Wars,England,Spain,,,2.0,Land and Sea,,No,"Encyclopedia of Warfare, Showalter, 2014, p351",,,"The Battle of Gamonal (also known, in Spanish, as the Battle of Burgos) was fought on 10 November 1808, during the Peninsular War in the village of Gamonal, near Burgos, Spain. A French army under Soult overwhelmed the outnumbered Spanish troops under General Belvedere, opening central Spain, including Madrid, to invasion."
Burgos1812,Spain,42.3439925,-3.696906,175,Burgos,1812,"['Wellington', 'Madrid', 'French', 'Souham', 'Wellington', 'Portugal']",Napoleonic Wars (Peninsula Campaign),France,United Kingdom,,,3.0,Land,,No,"The Field and the Forge, Landers, p401",,,"The Battle of Gamonal (also known, in Spanish, as the Battle of Burgos) was fought on 10 November 1808, during the Peninsular War in the village of Gamonal, near Burgos, Spain. A French army under Soult overwhelmed the outnumbered Spanish troops under General Belvedere, opening central Spain, including Madrid, to invasion."
Burkersdorf1762,Poland,50.7923267,16.4583094,175,Burkersdorf,1762,"['Russia', 'Austrian', 'Silesia', 'Burkersdorf', 'Austrians', 'Reichenbach']",Seven Year's War,Prussia,Austria,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p447",,,The Battle of Burkersdorf may refer to:
Burlington Heights1813,Canada,43.2832999,-79.8957357,"Harbottle's, p51",Burlington Heights,1813,,War of 1812,United Kingdom ,United States,,,1.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p51; https://www.historicplaces.ca/en/rep-reg/place-lieu.aspx?id=1170",,,No description available
Burma1942,Myanmar,21.916221,95.955974,175,Burma,1942,"['Japanese', 'Burma', 'Kawkareik', 'Moulmein']",['World War II'],Japan,United Kingdom,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p845; History of the Second World War, Lidell Hart, p244",,,No description available
Burmi1903,Nigeria,10.4085782,11.0804869,176,Burmi,1903,"['British', 'Burmi', 'Africans', 'Nigeria']",British Conquest of Northern Nigeria,United Kingdom,Fulani Empire,,,,Land,,No,,,,No description available
